,model_name,model_category,batch_size,model_parameters,num_inference_steps,precision,inference_time,device_to_host_time,host_to_device_time,avg_time,communication_time
144,resnet34,resnet,64,21797672.0,10,float64,0.0013693511486053468,0.0067463450133800505,0.0029058333486318587,0.011021529510617255,0.00965217836201191
145,resnet50,resnet,16,25557032.0,10,bfloat16,0.007349222898483276,0.0033223509788513185,0.5218057408928871,0.5324773147702218,0.5251280918717385
146,resnet50,resnet,32,25557032.0,10,bfloat16,0.0038535647094249726,0.0031579725444316866,0.29136567935347557,0.29837721660733224,0.29452365189790725
147,resnet50,resnet,64,25557032.0,10,bfloat16,0.001783178746700287,0.0031013157218694686,0.16690062656998633,0.1717851210385561,0.1700019422918558
148,resnet50,resnet,16,25557032.0,10,float16,0.007605177164077759,0.0035970956087112427,0.6425110995769501,0.653713372349739,0.6461081951856613
149,resnet50,resnet,32,25557032.0,10,float16,0.0037570752203464506,0.0033797547221183777,0.35984346717596055,0.3669802971184254,0.36322322189807893
150,resnet50,resnet,64,25557032.0,10,float16,0.0020686075091362,0.00336383618414402,0.2004827167838812,0.2059151604771614,0.2038465529680252
151,resnet50,resnet,16,25557032.0,10,float32,0.007861830294132233,0.006119102239608765,0.46444480419158934,0.47842573672533034,0.4705639064311981
152,resnet50,resnet,32,25557032.0,10,float32,0.0033782511949539185,0.006118327379226685,0.24127889946103095,0.25077547803521155,0.24739722684025764
153,resnet50,resnet,64,25557032.0,10,float32,0.0017397832125425339,0.006407005339860916,0.13680655173957348,0.14495334029197693,0.1432135570794344
154,resnet50,resnet,16,25557032.0,10,float64,0.007205432653427124,0.00640595406293869,0.014596459269523621,0.02820784598588944,0.021002413332462312
155,resnet50,resnet,32,25557032.0,10,float64,0.0030685625970363617,0.006182052195072174,0.006366525590419769,0.015617140382528306,0.012548577785491944
156,resnet50,resnet,64,25557032.0,10,float64,0.0018260300159454346,0.006573305279016495,0.003930168226361275,0.012329503521323204,0.01050347350537777
157,vgg11,vgg,16,132863336.0,10,bfloat16,0.0002864822745323181,0.0032091379165649415,0.02722780704498291,0.03072342723608017,0.030436944961547852
158,vgg11,vgg,32,132863336.0,10,bfloat16,0.00011741071939468384,0.003117889165878296,0.022572185099124908,0.025807484984397888,0.025690074265003204
159,vgg11,vgg,64,132863336.0,10,bfloat16,4.833899438381195e-05,0.0031234756112098693,0.012912462651729583,0.016084277257323264,0.01603593826293945
160,vgg11,vgg,16,132863336.0,10,float16,0.00022879689931869506,0.003505246341228485,0.03152309954166412,0.0352571427822113,0.03502834588289261
161,vgg11,vgg,32,132863336.0,10,float16,0.00012989342212677002,0.0035236962139606476,0.028642749041318895,0.03229633867740631,0.03216644525527954
162,vgg11,vgg,64,132863336.0,10,float16,6.865337491035461e-05,0.003436706215143204,0.01587893143296242,0.019384291023015976,0.01931563764810562
163,vgg11,vgg,16,132863336.0,10,float32,0.00022256821393966674,0.006149782240390778,0.026463769376277924,0.03283611983060837,0.0326135516166687
164,vgg11,vgg,32,132863336.0,10,float32,0.00010929033160209656,0.0060161642730236055,0.016208770126104353,0.022334224730730056,0.022224934399127958
165,vgg11,vgg,64,132863336.0,10,float32,5.6527182459831236e-05,0.006479606404900551,0.009382375702261924,0.015918509289622306,0.015861982107162477
166,vgg11,vgg,16,132863336.0,10,float64,0.00024183988571166993,0.006264631450176239,0.001735854148864746,0.008242325484752655,0.008000485599040985
167,vgg11,vgg,32,132863336.0,10,float64,0.00013952404260635375,0.006185787916183472,0.0014307186007499694,0.007756030559539795,0.007616506516933441
168,vgg11,vgg,64,132863336.0,10,float64,5.4688379168510434e-05,0.006478852406144142,0.0011469751596450805,0.0076805159449577325,0.007625827565789223
169,vgg13,vgg,16,133047848.0,10,bfloat16,0.00021545886993408204,0.0032533138990402223,0.031442730128765105,0.034911502897739415,0.03469604402780533
170,vgg13,vgg,32,133047848.0,10,bfloat16,0.00011927485466003417,0.0030609384179115296,0.024964816123247146,0.02814502939581871,0.028025754541158677
171,vgg13,vgg,64,133047848.0,10,bfloat16,8.138418197631836e-05,0.0031344730406999586,0.015132705494761468,0.018348562717437743,0.018267178535461427
172,vgg13,vgg,16,133047848.0,10,float16,0.00025661736726760863,0.0035184487700462342,0.05758469998836517,0.06135976612567901,0.061103148758411406
173,vgg13,vgg,32,133047848.0,10,float16,0.00011930018663406373,0.003488391637802124,0.03145790845155716,0.03506560027599335,0.03494630008935928
174,vgg13,vgg,64,133047848.0,10,float16,6.003454327583313e-05,0.0034539394080638887,0.01954871267080307,0.02306268662214279,0.023002652078866957
175,vgg13,vgg,16,133047848.0,10,float32,0.00023679137229919433,0.005970226228237152,0.02926478087902069,0.03547179847955704,0.03523500710725784
176,vgg13,vgg,32,133047848.0,10,float32,0.00013544261455535888,0.006028828769922256,0.018618376553058626,0.02478264793753624,0.024647205322980884
177,vgg13,vgg,64,133047848.0,10,float32,5.399882793426514e-05,0.006415773183107376,0.010995370522141456,0.017465142533183098,0.017411143705248832
178,vgg13,vgg,16,133047848.0,10,float64,0.00023714601993560792,0.0060754850506782535,0.00250350683927536,0.008816137909889221,0.008578991889953614
179,vgg13,vgg,32,133047848.0,10,float64,0.00011526942253112794,0.006112760305404663,0.002085140347480774,0.008313170075416565,0.008197900652885438
180,vgg13,vgg,64,133047848.0,10,float64,9.07454639673233e-05,0.006825387105345726,0.00190538689494133,0.00882151946425438,0.008730774000287055
181,vgg16,vgg,16,138357544.0,10,bfloat16,0.0009351760149002075,0.0032608076930046082,0.03366089016199112,0.03785687386989594,0.03692169785499573
182,vgg16,vgg,32,138357544.0,10,bfloat16,0.00011265352368354798,0.003058098256587982,0.02573411539196968,0.02890486717224121,0.028792213648557663
183,vgg16,vgg,64,138357544.0,10,bfloat16,7.359907031059265e-05,0.0031260866671800613,0.01545044630765915,0.018650132045149804,0.01857653297483921
184,vgg16,vgg,16,138357544.0,10,float16,0.0002414897084236145,0.003483361005783081,0.05892658531665802,0.06265143603086472,0.0624099463224411
185,vgg16,vgg,32,138357544.0,10,float16,0.0001345813274383545,0.0035073839128017424,0.033308155834674835,0.03695012107491493,0.036815539747476575
186,vgg16,vgg,64,138357544.0,10,float16,5.568191409111023e-05,0.0033979494124650954,0.019070439413189887,0.02252407073974609,0.02246838882565498
